customer_id,segment_true,region,signup_date
CUST00587,Regular,Delhi NCR,2025-02-19
CUST00588,Regular,Bengaluru,2025-03-10
CUST00589,Regular,Hyderabad,2024-10-08
CUST00590,Loyal,Delhi NCR,2024-02-27
CUST00591,One-time,Hyderabad,2024-02-19
CUST00592,Regular,Delhi NCR,2024-12-14
CUST00593,Regular,Hyderabad,2024-05-18
CUST00594,Occasional,Mumbai,2024-12-18
CUST00595,Loyal,Mumbai,2025-02-13
CUST00596,Regular,Kolkata,2024-10-09
CUST00597,Occasional,Chennai,2024-11-30
CUST00598,Occasional,Chennai,2024-05-02
CUST00599,One-time,Kolkata,2024-07-09
CUST00600,Occasional,Bengaluru,2025-02-26
CUST00601,Regular,Delhi NCR,2024-12-23
CUST00602,Occasional,Mumbai,2024-03-30
CUST00603,One-time,Bengaluru,2025-02-14
CUST00604,Occasional,Delhi NCR,2024-08-06
CUST00605,One-time,Kolkata,2025-01-04
CUST00606,Occasional,Mumbai,2024-08-16
CUST00607,One-time,Mumbai,2024-09-21
CUST00608,Loyal,Delhi NCR,2024-03-11
CUST00609,Occasional,Mumbai,2024-05-28
CUST00610,Regular,Delhi NCR,2024-11-12
CUST00611,Occasional,Pune,2025-01-03
CUST00612,Occasional,Delhi NCR,2024-02-08
CUST00613,One-time,Pune,2024-02-03
CUST00614,One-time,Chennai,2024-10-30
CUST00615,Regular,Pune,2024-07-14
CUST00616,Occasional,Pune,2025-01-06
CUST00617,Occasional,Delhi NCR,2024-01-30
CUST00618,Regular,Mumbai,2024-06-02
CUST00619,Loyal,Delhi NCR,2024-01-16
CUST00620,Loyal,Kolkata,2024-11-06
CUST00621,Occasional,Pune,2025-01-10
CUST00622,Regular,Delhi NCR,2024-03-09
CUST00623,One-time,Bengaluru,2024-05-21
CUST00624,Regular,Chennai,2025-01-05
CUST00625,One-time,Pune,2024-01-19
CUST00626,Regular,Bengaluru,2025-02-20
CUST00627,Occasional,Chennai,2025-01-23
CUST00628,Loyal,Pune,2024-03-07
CUST00629,Occasional,Pune,2024-03-01
CUST00630,One-time,Mumbai,2024-10-30
CUST00631,One-time,Mumbai,2024-01-05
CUST00632,One-time,Kolkata,2024-08-09
CUST00633,Loyal,Bengaluru,2024-01-29
CUST00634,Regular,Delhi NCR,2024-08-20
CUST00635,Loyal,Bengaluru,2024-06-02
CUST00636,Loyal,Mumbai,2024-11-05
CUST00637,Occasional,Hyderabad,2025-01-20
CUST00638,Occasional,Mumbai,2024-08-02
CUST00639,Occasional,Hyderabad,2024-10-08
CUST00640,One-time,Bengaluru,2024-09-19
CUST00641,Occasional,Delhi NCR,2025-03-07
CUST00642,One-time,Mumbai,2024-04-11
CUST00643,Loyal,Hyderabad,2024-04-14
CUST00644,Regular,Mumbai,2024-06-14
CUST00645,Occasional,Mumbai,2024-11-18
CUST00646,One-time,Hyderabad,2025-01-13
CUST00647,Loyal,Delhi NCR,2024-05-01
CUST00648,Occasional,Delhi NCR,2024-02-18
CUST00649,Occasional,Delhi NCR,2024-09-23
CUST00650,Loyal,Chennai,2024-09-18
CUST00651,Regular,Delhi NCR,2024-06-13
CUST00652,One-time,Mumbai,2024-03-21
CUST00653,Occasional,Delhi NCR,2025-01-07
CUST00654,Regular,Mumbai,2025-01-05
CUST00655,One-time,Delhi NCR,2024-11-23
CUST00656,Regular,Mumbai,2024-09-10
CUST00657,One-time,Mumbai,2024-04-24
CUST00658,Regular,Delhi NCR,2024-06-25
CUST00659,Occasional,Chennai,2024-01-30
CUST00660,Regular,Mumbai,2024-04-19
CUST00661,Regular,Mumbai,2024-07-16
CUST00662,One-time,Chennai,2024-07-10
CUST00663,Regular,Chennai,2024-02-05
CUST00664,Loyal,Pune,2025-02-23
CUST00665,Regular,Delhi NCR,2024-04-27
CUST00666,Occasional,Delhi NCR,2024-08-11
CUST00667,One-time,Mumbai,2024-07-22
CUST00668,One-time,Mumbai,2024-07-24
CUST00669,Regular,Delhi NCR,2025-01-05
CUST00670,Regular,Bengaluru,2024-11-22
CUST00671,Loyal,Delhi NCR,2025-01-15
CUST00672,Occasional,Pune,2024-06-15
CUST00673,One-time,Delhi NCR,2024-04-26
CUST00674,Occasional,Delhi NCR,2024-07-06
CUST00675,Occasional,Hyderabad,2024-09-02
CUST00676,Regular,Chennai,2024-05-27
CUST00677,One-time,Delhi NCR,2024-07-20
CUST00678,Regular,Bengaluru,2024-03-07
CUST00679,Loyal,Delhi NCR,2024-09-12
CUST00680,Regular,Mumbai,2024-11-08
CUST00681,Loyal,Hyderabad,2024-08-18
CUST00682,Regular,Mumbai,2025-01-17
CUST00683,Loyal,Bengaluru,2025-03-12
CUST00684,Regular,Bengaluru,2025-01-31
CUST00685,Occasional,Mumbai,2024-02-10
CUST00686,Regular,Mumbai,2025-01-20
CUST00687,Regular,Delhi NCR,2024-05-26
CUST00688,One-time,Kolkata,2024-07-16
CUST00689,Occasional,Pune,2024-06-29
CUST00690,Occasional,Delhi NCR,2024-05-04
CUST00691,Regular,Mumbai,2025-01-19
CUST00692,One-time,Pune,2024-10-06
CUST00693,Regular,Mumbai,2025-02-27
CUST00694,Regular,Bengaluru,2025-02-22
CUST00695,One-time,Hyderabad,2024-07-02
CUST00696,Occasional,Bengaluru,2024-11-14
CUST00697,Occasional,Delhi NCR,2024-08-08
CUST00698,Occasional,Mumbai,2024-08-04
CUST00699,Occasional,Mumbai,2024-11-19
CUST00700,Regular,Bengaluru,2024-10-28
CUST00701,Regular,Chennai,2025-02-03
CUST00702,Regular,Delhi NCR,2024-12-04
CUST00703,Regular,Bengaluru,2024-09-29
CUST00704,One-time,Pune,2025-02-06
CUST00705,Regular,Mumbai,2024-02-14
CUST00706,Occasional,Mumbai,2024-11-30
CUST00707,Occasional,Delhi NCR,2024-06-20
CUST00708,Occasional,Pune,2024-07-08
CUST00709,Regular,Bengaluru,2024-12-08
CUST00710,Regular,Hyderabad,2024-04-29
CUST00711,One-time,Chennai,2025-01-22
CUST00712,Occasional,Hyderabad,2024-08-06
CUST00713,One-time,Kolkata,2024-06-01
CUST00714,One-time,Hyderabad,2024-05-23
CUST00715,Occasional,Chennai,2024-07-03
CUST00716,Regular,Chennai,2025-02-16
CUST00717,Occasional,Hyderabad,2024-02-14
CUST00718,Loyal,Hyderabad,2024-08-10
CUST00719,Occasional,Kolkata,2024-12-31
CUST00720,One-time,Bengaluru,2024-07-25
CUST00721,Occasional,Pune,2024-09-04
CUST00722,Regular,Bengaluru,2024-06-01
CUST00723,Loyal,Chennai,2024-02-29
CUST00724,One-time,Bengaluru,2024-10-07
CUST00725,Loyal,Hyderabad,2025-02-06
CUST00726,Loyal,Hyderabad,2024-08-15
CUST00727,Regular,Kolkata,2024-07-08
CUST00728,Loyal,Delhi NCR,2024-02-26
CUST00729,Regular,Pune,2025-02-17
CUST00730,Occasional,Hyderabad,2025-01-15
CUST00731,Regular,Kolkata,2025-01-30
CUST00732,Loyal,Chennai,2024-06-06
CUST00733,Loyal,Bengaluru,2024-09-30
CUST00734,Regular,Bengaluru,2024-07-08
CUST00735,Loyal,Mumbai,2024-04-12
CUST00736,Occasional,Kolkata,2024-03-31
CUST00737,Regular,Delhi NCR,2024-06-17
CUST00738,Regular,Hyderabad,2024-08-30
CUST00739,Regular,Hyderabad,2024-02-23
CUST00740,Regular,Bengaluru,2024-11-03
CUST00741,Loyal,Mumbai,2024-07-19
CUST00742,Loyal,Mumbai,2025-01-20
CUST00743,One-time,Chennai,2024-05-02
CUST00744,Loyal,Bengaluru,2024-01-23
CUST00745,Occasional,Mumbai,2024-05-16
CUST00746,Regular,Pune,2025-03-02
CUST00747,Regular,Delhi NCR,2024-05-21
CUST00748,Regular,Chennai,2024-11-04
CUST00749,Occasional,Delhi NCR,2025-01-04
CUST00750,One-time,Mumbai,2024-05-04
CUST00751,Regular,Mumbai,2024-10-08
CUST00752,Regular,Bengaluru,2024-03-30
CUST00753,Regular,Bengaluru,2024-06-07
CUST00754,Regular,Hyderabad,2024-05-09
CUST00755,Occasional,Bengaluru,2024-10-21
CUST00756,Regular,Delhi NCR,2025-01-18
CUST00757,Regular,Delhi NCR,2024-04-20
CUST00758,One-time,Delhi NCR,2024-05-07
CUST00759,Loyal,Chennai,2024-12-25
CUST00760,Regular,Mumbai,2024-07-21
CUST00761,Occasional,Kolkata,2024-08-12
CUST00762,Regular,Delhi NCR,2024-11-05
CUST00763,Loyal,Mumbai,2024-03-01
CUST00764,Loyal,Delhi NCR,2025-01-16
CUST00765,One-time,Mumbai,2024-06-08
CUST00766,Loyal,Hyderabad,2024-10-15
CUST00767,Regular,Bengaluru,2024-07-08
CUST00768,Loyal,Delhi NCR,2024-11-25
CUST00769,Loyal,Pune,2024-09-24
CUST00770,Occasional,Pune,2024-03-16
CUST00771,Regular,Kolkata,2024-03-23
CUST00772,Occasional,Kolkata,2025-01-19
CUST00773,Occasional,Pune,2024-08-15
CUST00774,One-time,Hyderabad,2024-04-30
CUST00775,Loyal,Hyderabad,2024-03-03
CUST00776,One-time,Bengaluru,2024-02-26
CUST00777,Occasional,Pune,2025-02-06
CUST00778,Regular,Mumbai,2025-03-03
CUST00779,Occasional,Hyderabad,2024-06-21
CUST00780,One-time,Kolkata,2024-03-29
CUST00781,Regular,Mumbai,2024-07-02
CUST00782,One-time,Chennai,2024-02-29
CUST00783,Regular,Kolkata,2024-08-28
CUST00784,Occasional,Delhi NCR,2024-10-01
CUST00785,One-time,Bengaluru,2025-03-07
CUST00786,Regular,Chennai,2024-05-19
CUST00787,One-time,Kolkata,2024-03-27
CUST00788,Regular,Mumbai,2024-02-28
CUST00789,Occasional,Delhi NCR,2024-06-14
CUST00790,Occasional,Pune,2024-09-20
CUST00791,Regular,Delhi NCR,2024-01-30
CUST00792,Regular,Delhi NCR,2024-11-28
CUST00793,Regular,Mumbai,2024-07-20
CUST00794,Loyal,Mumbai,2024-12-13
CUST00795,Loyal,Bengaluru,2024-07-22
CUST00796,Regular,Pune,2024-03-09
CUST00797,Loyal,Pune,2024-01-10
CUST00798,Regular,Hyderabad,2024-08-31
CUST00799,Occasional,Delhi NCR,2024-08-24
CUST00800,Occasional,Delhi NCR,2024-12-22
CUST00801,Occasional,Mumbai,2025-01-19
CUST00802,Regular,Mumbai,2024-03-11
CUST00803,One-time,Delhi NCR,2024-05-17
CUST00804,Occasional,Mumbai,2024-03-31
CUST00805,Loyal,Mumbai,2024-02-16
CUST00806,Loyal,Mumbai,2024-01-02
CUST00807,Occasional,Pune,2024-02-06
CUST00808,Regular,Pune,2024-08-17
CUST00809,Occasional,Kolkata,2024-03-07
CUST00810,One-time,Hyderabad,2024-03-26
CUST00811,Loyal,Bengaluru,2024-02-21
CUST00812,Loyal,Mumbai,2024-11-13
CUST00813,One-time,Bengaluru,2024-10-05
CUST00814,Occasional,Mumbai,2025-02-25
CUST00815,Loyal,Bengaluru,2024-02-18
CUST00816,One-time,Delhi NCR,2024-04-01
CUST00817,One-time,Bengaluru,2024-07-18
CUST00818,Occasional,Delhi NCR,2024-10-11
CUST00819,Occasional,Pune,2024-02-26
CUST00820,Regular,Chennai,2024-04-02
CUST00821,Loyal,Hyderabad,2024-07-03
CUST00822,Occasional,Pune,2024-01-08
CUST00823,Regular,Bengaluru,2024-06-22
CUST00824,Occasional,Mumbai,2024-11-28
CUST00825,One-time,Hyderabad,2024-08-18
CUST00826,Loyal,Bengaluru,2024-07-09
CUST00827,Occasional,Delhi NCR,2024-08-01
CUST00828,Regular,Delhi NCR,2025-02-18
CUST00829,One-time,Kolkata,2024-08-15
CUST00830,Regular,Pune,2024-08-22
CUST00831,Occasional,Bengaluru,2025-02-11
CUST00832,Occasional,Pune,2024-03-09
CUST00833,Regular,Delhi NCR,2024-02-12
CUST00834,Occasional,Bengaluru,2024-07-16
CUST00835,Occasional,Delhi NCR,2024-05-19
CUST00836,Occasional,Bengaluru,2024-03-29
CUST00837,Occasional,Pune,2024-02-22
CUST00838,One-time,Mumbai,2025-01-19
CUST00839,Regular,Hyderabad,2024-09-26
CUST00840,Occasional,Delhi NCR,2024-10-29
CUST00841,Loyal,Pune,2024-02-21
CUST00842,Occasional,Pune,2024-05-29
CUST00843,Occasional,Pune,2024-09-28
CUST00844,Regular,Pune,2024-08-19
CUST00845,Loyal,Kolkata,2024-10-31
CUST00846,One-time,Bengaluru,2024-10-20
CUST00847,Regular,Hyderabad,2024-06-30
CUST00848,Occasional,Pune,2024-12-08
CUST00849,Loyal,Delhi NCR,2024-04-23
CUST00850,One-time,Delhi NCR,2024-02-05
CUST00851,Regular,Bengaluru,2025-02-04
CUST00852,Regular,Delhi NCR,2024-01-10
CUST00853,One-time,Delhi NCR,2024-05-04
CUST00854,One-time,Delhi NCR,2024-02-20
CUST00855,Regular,Pune,2024-04-11
CUST00856,Regular,Mumbai,2024-06-22
CUST00857,Occasional,Hyderabad,2024-02-26
CUST00858,One-time,Bengaluru,2024-07-23
CUST00859,Regular,Pune,2025-02-10
CUST00860,Occasional,Mumbai,2024-02-29
CUST00861,Occasional,Bengaluru,2025-02-09
CUST00862,Occasional,Mumbai,2024-06-29
CUST00863,Occasional,Pune,2024-09-16
CUST00864,Occasional,Delhi NCR,2024-07-12
CUST00865,Loyal,Kolkata,2024-05-18
CUST00866,One-time,Delhi NCR,2024-02-17
CUST00867,One-time,Bengaluru,2024-09-16
CUST00868,Occasional,Delhi NCR,2025-02-05
CUST00869,Loyal,Pune,2024-08-16
CUST00870,Regular,Bengaluru,2024-09-19
CUST00871,Occasional,Delhi NCR,2024-10-08
CUST00872,Loyal,Mumbai,2024-06-19
CUST00873,One-time,Mumbai,2024-02-22
CUST00874,Regular,Mumbai,2024-08-10
CUST00875,Occasional,Kolkata,2025-01-15
CUST00876,One-time,Delhi NCR,2024-05-17
CUST00877,Regular,Mumbai,2025-01-16
CUST00878,Regular,Kolkata,2025-01-09
CUST00879,Occasional,Mumbai,2024-04-17
CUST00880,Occasional,Delhi NCR,2024-09-08
CUST00881,Regular,Pune,2024-11-23
CUST00882,Occasional,Chennai,2024-08-04
CUST00883,One-time,Pune,2024-11-02
CUST00884,Regular,Bengaluru,2025-02-02
CUST00885,Regular,Kolkata,2024-10-01
CUST00886,Regular,Mumbai,2025-01-02
CUST00887,Regular,Kolkata,2024-12-16
CUST00888,Loyal,Chennai,2024-12-22
CUST00889,Regular,Chennai,2025-01-08
CUST00890,Occasional,Delhi NCR,2024-04-08
CUST00891,Regular,Mumbai,2024-01-09
CUST00892,One-time,Pune,2024-03-08
CUST00893,Regular,Bengaluru,2024-04-19
CUST00894,Loyal,Bengaluru,2024-10-29
CUST00895,Occasional,Chennai,2024-08-11
CUST00896,One-time,Pune,2024-07-24
CUST00897,Regular,Delhi NCR,2024-01-04
CUST00898,Regular,Delhi NCR,2024-10-26
CUST00899,Regular,Mumbai,2024-06-08
CUST00900,Occasional,Mumbai,2024-11-29
CUST00901,Regular,Mumbai,2024-02-19
CUST00902,Regular,Hyderabad,2024-05-09
CUST00903,Loyal,Pune,2024-01-24
CUST00904,Regular,Bengaluru,2024-05-04
CUST00905,One-time,Delhi NCR,2025-02-08
CUST00906,Occasional,Pune,2024-08-02
CUST00907,Regular,Hyderabad,2024-07-11
CUST00908,Loyal,Chennai,2024-04-29
CUST00909,Regular,Bengaluru,2024-04-26
CUST00910,Regular,Hyderabad,2024-10-19
CUST00911,Occasional,Bengaluru,2025-03-07
CUST00912,One-time,Bengaluru,2024-11-23
CUST00913,One-time,Chennai,2024-11-18
CUST00914,One-time,Delhi NCR,2024-07-25
CUST00915,One-time,Delhi NCR,2024-02-13
CUST00916,One-time,Delhi NCR,2024-11-13
CUST00917,Loyal,Bengaluru,2024-12-20
CUST00918,Loyal,Bengaluru,2024-08-11
CUST00919,Regular,Pune,2024-02-10
CUST00920,Occasional,Bengaluru,2024-11-08
CUST00921,Loyal,Mumbai,2025-02-07
CUST00922,One-time,Chennai,2024-04-08
CUST00923,Occasional,Delhi NCR,2024-03-10
CUST00924,Occasional,Chennai,2024-11-19
CUST00925,Regular,Mumbai,2024-05-25
CUST00926,Regular,Bengaluru,2024-11-09
CUST00927,Regular,Bengaluru,2024-11-03
CUST00928,One-time,Hyderabad,2024-04-26
CUST00929,Occasional,Mumbai,2024-01-19
CUST00930,Occasional,Chennai,2024-08-31
CUST00931,Regular,Bengaluru,2024-06-27
CUST00932,Regular,Bengaluru,2025-01-09
CUST00933,Regular,Bengaluru,2024-06-05
CUST00934,Occasional,Mumbai,2024-04-19
CUST00935,Occasional,Bengaluru,2025-01-11
CUST00936,Regular,Delhi NCR,2024-11-18
CUST00937,One-time,Delhi NCR,2024-09-27
CUST00938,Loyal,Pune,2025-02-21
CUST00939,One-time,Bengaluru,2024-12-08
CUST00940,Loyal,Mumbai,2025-01-14
CUST00941,Regular,Mumbai,2024-12-15
CUST00942,One-time,Mumbai,2024-06-24
CUST00943,Regular,Mumbai,2024-01-28
CUST00944,Regular,Pune,2024-09-22
CUST00945,Regular,Mumbai,2024-12-01
CUST00946,Regular,Chennai,2025-03-10
CUST00947,Occasional,Mumbai,2024-10-25
CUST00948,One-time,Mumbai,2024-09-05
CUST00949,One-time,Chennai,2024-09-09
CUST00950,Regular,Delhi NCR,2024-02-20
CUST00951,Occasional,Bengaluru,2024-01-04
CUST00952,Regular,Kolkata,2024-01-20
CUST00953,Regular,Kolkata,2025-01-31
CUST00954,Regular,Pune,2024-12-12
CUST00955,One-time,Mumbai,2024-04-23
CUST00956,One-time,Bengaluru,2024-07-04
CUST00957,Occasional,Kolkata,2024-07-30
CUST00958,Occasional,Kolkata,2024-04-18
CUST00959,Regular,Mumbai,2024-07-04
CUST00960,Occasional,Delhi NCR,2024-06-01
CUST00961,Occasional,Delhi NCR,2024-10-31
CUST00962,Regular,Mumbai,2024-11-27
CUST00963,Loyal,Pune,2024-02-13
CUST00964,Loyal,Delhi NCR,2024-07-22
CUST00965,One-time,Delhi NCR,2025-03-10
CUST00966,Regular,Mumbai,2025-01-15
CUST00967,One-time,Bengaluru,2024-12-13
CUST00968,Regular,Mumbai,2024-11-17
CUST00969,Occasional,Bengaluru,2024-01-02
CUST00970,Regular,Mumbai,2025-03-02
CUST00971,Regular,Kolkata,2024-11-18
CUST00972,Loyal,Mumbai,2025-01-24
CUST00973,Loyal,Bengaluru,2025-02-02
CUST00974,One-time,Mumbai,2024-04-21
CUST00975,Regular,Mumbai,2024-01-07
CUST00976,Occasional,Mumbai,2024-10-15
CUST00977,Regular,Mumbai,2024-07-20
CUST00978,Regular,Mumbai,2024-01-09
CUST00979,Occasional,Bengaluru,2024-04-28
CUST00980,Regular,Pune,2025-03-10
CUST00981,One-time,Mumbai,2024-06-08
CUST00982,One-time,Bengaluru,2024-04-24
CUST00983,Occasional,Bengaluru,2024-10-13
CUST00984,Regular,Delhi NCR,2024-10-18
CUST00985,Regular,Delhi NCR,2024-05-25
CUST00986,One-time,Mumbai,2025-01-06
CUST00987,Regular,Delhi NCR,2024-09-11
CUST00988,Loyal,Bengaluru,2024-03-11
CUST00989,Regular,Kolkata,2024-05-22
CUST00990,Occasional,Kolkata,2025-01-06
CUST00991,Occasional,Kolkata,2024-02-09
CUST00992,Occasional,Bengaluru,2024-01-06
CUST00993,Occasional,Mumbai,2024-10-14
CUST00994,Regular,Delhi NCR,2024-07-12
CUST00995,One-time,Delhi NCR,2024-04-20
CUST00996,Regular,Mumbai,2024-07-25
CUST00997,Occasional,Mumbai,2024-03-21
CUST00998,Loyal,Bengaluru,2024-06-12
CUST00999,One-time,Delhi NCR,2024-04-12
CUST01000,Regular,Mumbai,2024-09-13
CUST01001,Loyal,Pune,2024-10-22
CUST01002,Regular,Delhi NCR,2025-02-04
CUST01003,Loyal,Chennai,2024-01-30
CUST01004,Regular,Delhi NCR,2024-05-23
CUST01005,Occasional,Bengaluru,2024-04-25
CUST01006,Regular,Mumbai,2024-09-10
CUST01007,One-time,Bengaluru,2024-08-21
CUST01008,Regular,Mumbai,2025-01-19
CUST01009,Occasional,Mumbai,2025-02-06
CUST01010,Regular,Pune,2024-12-04
CUST01011,Occasional,Delhi NCR,2024-03-28
CUST01012,Occasional,Mumbai,2024-01-18
CUST01013,Regular,Chennai,2025-01-28
CUST01014,One-time,Mumbai,2025-02-16
CUST01015,Regular,Bengaluru,2024-04-19
CUST01016,Regular,Bengaluru,2024-01-21
CUST01017,Occasional,Delhi NCR,2024-10-25
CUST01018,One-time,Bengaluru,2024-09-14
CUST01019,Loyal,Mumbai,2025-01-24
CUST01020,Regular,Hyderabad,2024-09-09
CUST01021,One-time,Delhi NCR,2024-11-29
CUST01022,Occasional,Mumbai,2024-12-10
CUST01023,One-time,Delhi NCR,2024-01-05
CUST01024,Occasional,Chennai,2024-03-06
CUST01025,Occasional,Hyderabad,2024-12-07
CUST01026,Regular,Kolkata,2024-03-19
CUST01027,One-time,Pune,2024-03-31
CUST01028,Regular,Pune,2024-11-25
CUST01029,Occasional,Bengaluru,2024-03-30
CUST01030,Regular,Chennai,2024-03-06
CUST01031,Occasional,Bengaluru,2024-01-06
CUST01032,Occasional,Delhi NCR,2024-07-24
CUST01033,Occasional,Pune,2024-10-05
CUST01034,One-time,Bengaluru,2024-11-16
CUST01035,Regular,Mumbai,2025-01-31
CUST01036,Occasional,Delhi NCR,2024-10-12
CUST01037,Regular,Delhi NCR,2024-11-27
CUST01038,Regular,Chennai,2024-04-02
CUST01039,Regular,Delhi NCR,2024-05-29
CUST01040,Loyal,Hyderabad,2024-05-13
CUST01041,Loyal,Bengaluru,2024-01-29
CUST01042,Occasional,Hyderabad,2025-02-28
CUST01043,Occasional,Mumbai,2024-04-15
CUST01044,Occasional,Chennai,2024-07-15
CUST01045,Loyal,Bengaluru,2024-06-05
CUST01046,Regular,Delhi NCR,2024-01-20
CUST01047,Regular,Delhi NCR,2025-01-30
CUST01048,Occasional,Delhi NCR,2024-04-06
CUST01049,One-time,Delhi NCR,2024-02-13
CUST01050,Regular,Pune,2024-05-29
CUST01051,Occasional,Kolkata,2024-03-03
CUST01052,Loyal,Pune,2025-03-13
CUST01053,Regular,Bengaluru,2024-03-23
CUST01054,Loyal,Bengaluru,2024-05-12
CUST01055,Regular,Hyderabad,2024-04-28
CUST01056,Occasional,Chennai,2024-01-12
CUST01057,One-time,Delhi NCR,2024-01-06
CUST01058,Regular,Kolkata,2024-08-12
CUST01059,Occasional,Delhi NCR,2024-04-11
CUST01060,Occasional,Hyderabad,2024-02-06
CUST01061,One-time,Kolkata,2024-05-07
CUST01062,Occasional,Pune,2024-04-30
CUST01063,Regular,Mumbai,2024-07-04
CUST01064,Occasional,Bengaluru,2025-03-10
CUST01065,Regular,Mumbai,2024-05-14
CUST01066,One-time,Hyderabad,2024-11-04
CUST01067,Regular,Delhi NCR,2024-12-02
CUST01068,Occasional,Pune,2024-01-23
CUST01069,Loyal,Chennai,2024-08-07
CUST01070,Regular,Mumbai,2024-07-15
CUST01071,One-time,Delhi NCR,2024-08-10
CUST01072,Occasional,Pune,2024-03-16
CUST01073,Regular,Delhi NCR,2024-07-22
CUST01074,One-time,Mumbai,2024-02-23
CUST01075,One-time,Mumbai,2025-02-18
CUST01076,Regular,Delhi NCR,2024-09-14
CUST01077,Occasional,Pune,2024-01-16
CUST01078,Regular,Bengaluru,2024-08-09
CUST01079,Occasional,Mumbai,2025-02-09
CUST01080,Regular,Bengaluru,2024-11-21
CUST01081,Regular,Delhi NCR,2024-04-29
CUST01082,One-time,Delhi NCR,2025-01-25
CUST01083,One-time,Hyderabad,2024-03-22
CUST01084,One-time,Delhi NCR,2024-04-18
CUST01085,One-time,Bengaluru,2024-03-08
CUST01086,Occasional,Chennai,2025-02-08
CUST01087,Occasional,Bengaluru,2024-11-10
CUST01088,Occasional,Pune,2024-08-14
CUST01089,Regular,Mumbai,2024-10-19
CUST01090,Regular,Mumbai,2024-04-23
CUST01091,Regular,Mumbai,2024-01-31
CUST01092,Occasional,Hyderabad,2025-01-05
CUST01093,Regular,Chennai,2025-02-26
CUST01094,Regular,Mumbai,2024-01-16
CUST01095,Occasional,Mumbai,2024-01-23
CUST01096,Regular,Delhi NCR,2024-09-02
CUST01097,Regular,Bengaluru,2024-01-19
CUST01098,One-time,Pune,2024-11-12
CUST01099,One-time,Pune,2025-02-18
CUST01100,Regular,Chennai,2024-05-02
CUST01101,Loyal,Delhi NCR,2024-05-08
CUST01102,Regular,Pune,2025-01-13
CUST01103,Occasional,Bengaluru,2024-06-05
CUST01104,One-time,Delhi NCR,2024-04-15
CUST01105,Loyal,Chennai,2024-02-06
CUST01106,Occasional,Mumbai,2025-01-02
CUST01107,Loyal,Pune,2025-02-09
CUST01108,Regular,Hyderabad,2024-02-04
CUST01109,One-time,Chennai,2024-12-17
CUST01110,Regular,Bengaluru,2024-03-11
CUST01111,Regular,Delhi NCR,2024-03-01
CUST01112,Regular,Hyderabad,2024-06-15
CUST01113,Occasional,Hyderabad,2024-07-10
CUST01114,One-time,Bengaluru,2025-01-09
CUST01115,One-time,Hyderabad,2024-11-02
CUST01116,Loyal,Delhi NCR,2024-03-04
CUST01117,Loyal,Bengaluru,2024-09-12
CUST01118,Occasional,Chennai,2025-01-18
CUST01119,Regular,Delhi NCR,2024-10-17
CUST01120,One-time,Bengaluru,2024-04-10
CUST01121,Occasional,Kolkata,2024-02-26
CUST01122,Loyal,Hyderabad,2024-07-17
CUST01123,One-time,Chennai,2024-07-25
CUST01124,Regular,Delhi NCR,2024-06-03
CUST01125,Regular,Kolkata,2024-02-17
CUST01126,Occasional,Mumbai,2024-02-21
CUST01127,Occasional,Bengaluru,2024-08-19
CUST01128,Occasional,Bengaluru,2025-02-17
CUST01129,Occasional,Hyderabad,2024-09-18
CUST01130,One-time,Chennai,2024-07-10
CUST01131,One-time,Hyderabad,2025-02-11
CUST01132,Occasional,Pune,2024-10-29
CUST01133,Loyal,Bengaluru,2024-11-10
CUST01134,Occasional,Bengaluru,2024-09-08
CUST01135,One-time,Bengaluru,2024-11-30
CUST01136,Regular,Mumbai,2024-08-07
CUST01137,Regular,Bengaluru,2024-09-29
CUST01138,Regular,Chennai,2024-09-27
CUST01139,Loyal,Pune,2024-11-25
CUST01140,Occasional,Hyderabad,2025-01-28
CUST01141,Regular,Delhi NCR,2024-05-08
CUST01142,Occasional,Bengaluru,2024-11-02
CUST01143,One-time,Mumbai,2024-01-14
CUST01144,One-time,Delhi NCR,2024-08-21
CUST01145,Regular,Bengaluru,2025-01-28
CUST01146,Regular,Delhi NCR,2024-10-09
CUST01147,Occasional,Mumbai,2024-04-27
CUST01148,One-time,Pune,2024-09-22
CUST01149,Regular,Bengaluru,2024-06-05
CUST01150,One-time,Delhi NCR,2024-07-08
CUST01151,Loyal,Delhi NCR,2024-04-09
CUST01152,One-time,Bengaluru,2024-09-30
CUST01153,Loyal,Bengaluru,2024-03-27
CUST01154,Regular,Bengaluru,2024-07-13
CUST01155,Occasional,Bengaluru,2025-02-15
CUST01156,Loyal,Mumbai,2024-11-27
CUST01157,Loyal,Chennai,2024-06-30
CUST01158,Loyal,Mumbai,2025-02-28
CUST01159,Regular,Bengaluru,2024-01-07
CUST01160,Occasional,Mumbai,2025-02-24
CUST01161,Loyal,Bengaluru,2024-06-03
CUST01162,Occasional,Delhi NCR,2024-12-25
CUST01163,One-time,Chennai,2025-02-19
CUST01164,Regular,Delhi NCR,2024-09-20
CUST01165,Loyal,Pune,2024-09-24
CUST01166,One-time,Delhi NCR,2024-11-24
CUST01167,One-time,Mumbai,2024-04-15
CUST01168,Occasional,Delhi NCR,2024-03-18
CUST01169,One-time,Bengaluru,2024-05-30
CUST01170,Loyal,Bengaluru,2024-07-28
CUST01171,Regular,Kolkata,2024-11-21
CUST01172,Occasional,Pune,2024-04-22
