customer_id,last_order,frequency,monetary,recency,R_score,F_score,M_score,RFM_sum,segment,region,segment_true
CUST00746,2025-12-13,12,171642.88,18,4,4,3,11,Loyal Customers,Pune,Regular
CUST00747,2025-11-20,14,471369.17,41,4,4,5,13,Champions,Delhi NCR,Regular
CUST00748,2025-12-23,8,248490.95,8,5,3,4,12,Loyal Customers,Chennai,Regular
CUST00749,2025-06-26,6,136906.23,188,2,2,2,6,Lost,Delhi NCR,Occasional
CUST00750,2024-09-05,1,43624.11,482,1,1,1,3,Lost,Mumbai,One-time
CUST00751,2025-12-24,16,646848.3200000001,7,5,4,5,14,Champions,Mumbai,Regular
CUST00752,2025-12-29,16,403413.82,2,5,4,5,14,Champions,Bengaluru,Regular
CUST00753,2025-12-08,21,721013.1599999999,23,4,5,5,14,Champions,Bengaluru,Regular
CUST00754,2024-10-13,9,155089.95,444,1,3,3,7,At Risk,Hyderabad,Regular
CUST00755,2025-04-24,7,385473.39,251,2,2,4,8,Needs Attention,Bengaluru,Occasional
CUST00756,2025-11-11,17,199560.31,50,3,4,3,10,Loyal Customers,Delhi NCR,Regular
CUST00757,2024-09-15,15,358860.19999999995,472,1,4,4,9,At Risk,Delhi NCR,Regular
CUST00758,2024-08-03,3,69440.27,515,1,1,2,4,Lost,Delhi NCR,One-time
CUST00759,2025-12-19,30,611053.3099999999,12,5,5,5,15,Champions,Chennai,Loyal
CUST00760,2025-12-06,16,398940.41,25,4,4,4,12,Champions,Mumbai,Regular
CUST00761,2025-03-03,4,196356.9,303,2,2,3,7,Needs Attention,Kolkata,Occasional
CUST00762,2025-07-13,11,485136.69,171,2,3,5,10,At Risk,Delhi NCR,Regular
CUST00763,2025-11-30,35,801777.84,31,4,5,5,14,Champions,Mumbai,Loyal
CUST00764,2025-12-11,23,528529.76,20,4,5,5,14,Champions,Delhi NCR,Loyal
CUST00765,2025-03-11,4,96332.88,295,2,2,2,6,Lost,Mumbai,One-time
CUST00766,2025-12-10,13,385522.29000000004,21,4,4,4,12,Champions,Hyderabad,Loyal
CUST00767,2025-02-03,20,440706.66000000003,331,1,5,5,11,At Risk,Bengaluru,Regular
CUST00768,2025-12-22,21,498936.32,9,5,5,5,15,Champions,Delhi NCR,Loyal
CUST00769,2025-10-12,26,620829.85,80,3,5,5,13,Loyal Customers,Pune,Loyal
CUST00770,2025-11-26,11,198581.37,35,4,3,3,10,Loyal Customers,Pune,Occasional
CUST00771,2025-02-03,17,495288.71,331,1,4,5,10,At Risk,Kolkata,Regular
CUST00772,2025-03-16,4,43126.380000000005,290,2,2,1,5,Lost,Kolkata,Occasional
CUST00773,2024-12-17,7,225914.21000000002,379,1,2,3,6,Needs Attention,Pune,Occasional
CUST00774,2024-10-01,1,3345.75,456,1,1,1,3,Lost,Hyderabad,One-time
CUST00775,2025-12-11,32,549369.35,20,4,5,5,14,Champions,Hyderabad,Loyal
CUST00776,2024-05-26,7,39660.02,584,1,2,1,4,Lost,Bengaluru,One-time
CUST00777,2025-09-15,4,119784.3,107,3,2,2,7,Needs Attention,Pune,Occasional
CUST00778,2025-12-07,10,183167.03,24,4,3,3,10,Loyal Customers,Mumbai,Regular
CUST00779,2025-11-10,4,166119.78,51,3,2,3,8,Needs Attention,Hyderabad,Occasional
CUST00780,2024-07-24,3,17572.11,525,1,1,1,3,Lost,Kolkata,One-time
CUST00781,2025-12-06,10,158472.02,25,4,3,3,10,Loyal Customers,Mumbai,Regular
CUST00782,2024-11-10,2,21863.32,416,1,1,1,3,Lost,Chennai,One-time
CUST00783,2025-10-27,10,232031.92,65,3,3,3,9,Loyal Customers,Kolkata,Regular
CUST00784,2025-04-15,1,19133.57,260,2,1,1,4,Lost,Delhi NCR,Occasional
CUST00785,2025-04-25,2,29300.59,250,2,1,1,4,Lost,Bengaluru,One-time
CUST00786,2025-06-20,15,365803.97000000003,194,2,4,4,10,At Risk,Chennai,Regular
CUST00787,2024-06-08,1,17716.33,571,1,1,1,3,Lost,Kolkata,One-time
CUST00788,2025-12-03,20,353497.22,28,4,5,4,13,Champions,Mumbai,Regular
CUST00789,2024-10-08,9,163965.4,449,1,3,3,7,At Risk,Delhi NCR,Occasional
CUST00790,2025-12-08,3,56674.7,23,4,1,1,6,New / Promising,Pune,Occasional
CUST00791,2024-07-27,17,443755.38,522,1,4,5,10,At Risk,Delhi NCR,Regular
CUST00792,2025-10-05,12,333985.25,87,3,4,4,11,Loyal Customers,Delhi NCR,Regular
CUST00793,2024-11-27,12,150630.44,399,1,4,3,8,At Risk,Mumbai,Regular
CUST00794,2025-12-25,22,424844.94,6,5,5,5,15,Champions,Mumbai,Loyal
CUST00795,2025-12-15,31,572907.22,16,5,5,5,15,Champions,Bengaluru,Loyal
CUST00796,2025-12-30,24,414220.3,1,5,5,5,15,Champions,Pune,Regular
CUST00797,2025-12-30,40,634283.33,1,5,5,5,15,Champions,Pune,Loyal
CUST00798,2025-10-06,11,322068.98,86,3,3,4,10,Loyal Customers,Hyderabad,Regular
CUST00799,2025-07-09,5,157261.41999999998,175,2,2,3,7,Needs Attention,Delhi NCR,Occasional
CUST00800,2025-10-17,7,359313.69000000006,75,3,2,4,9,Needs Attention,Delhi NCR,Occasional
CUST00801,2025-03-28,6,80930.37,278,2,2,2,6,Lost,Mumbai,Occasional
CUST00802,2025-12-18,17,396546.28,13,5,4,4,13,Champions,Mumbai,Regular
CUST00803,2025-03-22,3,62751.89000000001,284,2,1,2,5,Lost,Delhi NCR,One-time
CUST00804,2025-03-03,10,146750.75,303,2,3,3,8,At Risk,Mumbai,Occasional
CUST00805,2024-11-18,41,976731.4400000001,408,1,5,5,11,At Risk,Mumbai,Loyal
CUST00806,2025-12-28,36,905222.0,3,5,5,5,15,Champions,Mumbai,Loyal
CUST00807,2025-12-04,7,134999.34,27,4,2,2,8,New / Promising,Pune,Occasional
CUST00808,2025-11-26,14,261295.52000000002,35,4,4,4,12,Champions,Pune,Regular
CUST00809,2025-12-04,12,154573.1,27,4,4,3,11,Loyal Customers,Kolkata,Occasional
CUST00810,2024-06-20,3,81040.5,559,1,1,2,4,Lost,Hyderabad,One-time
CUST00811,2025-12-23,34,587930.35,8,5,5,5,15,Champions,Bengaluru,Loyal
CUST00812,2025-12-02,26,515239.73,29,4,5,5,14,Champions,Mumbai,Loyal
CUST00813,2025-07-08,4,43515.32,176,2,2,1,5,Lost,Bengaluru,One-time
CUST00814,2025-09-07,4,18687.96,115,3,2,1,6,Needs Attention,Mumbai,Occasional
CUST00815,2025-10-26,36,927161.6599999999,66,3,5,5,13,Loyal Customers,Bengaluru,Loyal
CUST00816,2024-08-15,3,94002.85999999999,503,1,1,2,4,Lost,Delhi NCR,One-time
CUST00817,2024-09-01,1,13783.5,486,1,1,1,3,Lost,Bengaluru,One-time
CUST00818,2025-11-05,4,64716.03,56,3,2,2,7,Needs Attention,Delhi NCR,Occasional
CUST00819,2025-12-13,5,92256.24,18,4,2,2,8,New / Promising,Pune,Occasional
CUST00820,2024-10-14,7,99517.81,443,1,2,2,5,Lost,Chennai,Regular
CUST00821,2025-11-15,18,315975.54,46,3,5,4,12,Loyal Customers,Hyderabad,Loyal
CUST00822,2025-11-10,7,135809.78,51,3,2,2,7,Needs Attention,Pune,Occasional
CUST00823,2025-12-14,11,207527.87,17,4,3,3,10,Loyal Customers,Bengaluru,Regular
CUST00824,2025-01-26,3,147081.47,339,1,1,3,5,Needs Attention,Mumbai,Occasional
CUST00825,2025-02-07,1,3489.67,327,1,1,1,3,Lost,Hyderabad,One-time
CUST00826,2025-12-30,26,503308.98,1,5,5,5,15,Champions,Bengaluru,Loyal
CUST00827,2025-11-14,11,233933.56,47,3,3,3,9,Loyal Customers,Delhi NCR,Occasional
CUST00828,2025-11-26,11,179199.86,35,4,3,3,10,Loyal Customers,Delhi NCR,Regular
CUST00829,2025-04-18,1,7232.8099999999995,257,2,1,1,4,Lost,Kolkata,One-time
CUST00830,2025-11-13,13,209515.68,48,3,4,3,10,Loyal Customers,Pune,Regular
CUST00831,2025-12-25,5,65060.26,6,5,2,2,9,New / Promising,Bengaluru,Occasional
CUST00832,2025-10-12,10,250486.94999999998,80,3,3,4,10,Loyal Customers,Pune,Occasional
CUST00833,2025-09-03,15,156361.26,119,3,4,3,10,Loyal Customers,Delhi NCR,Regular
CUST00834,2025-10-28,3,19922.21,64,3,1,1,5,Needs Attention,Bengaluru,Occasional
CUST00835,2025-10-18,10,102538.54000000001,74,3,3,2,8,Loyal Customers,Delhi NCR,Occasional
CUST00836,2025-03-22,11,330528.27,284,2,3,4,9,At Risk,Bengaluru,Occasional
CUST00837,2025-12-26,13,431112.37,5,5,4,5,14,Champions,Pune,Occasional
CUST00838,2025-05-18,1,36983.4,227,2,1,1,4,Lost,Mumbai,One-time
CUST00839,2025-11-17,11,201885.74,44,4,3,3,10,Loyal Customers,Hyderabad,Regular
CUST00840,2025-06-25,5,54448.479999999996,189,2,2,1,5,Lost,Delhi NCR,Occasional
CUST00841,2025-12-19,42,835741.74,12,5,5,5,15,Champions,Pune,Loyal
CUST00842,2025-11-01,4,65551.91,60,3,2,2,7,Needs Attention,Pune,Occasional
CUST00843,2025-01-26,4,70263.06000000001,339,1,2,2,5,Lost,Pune,Occasional
CUST00844,2025-12-25,14,518825.93,6,5,4,5,14,Champions,Pune,Regular
CUST00845,2025-12-03,20,361343.84,28,4,5,4,13,Champions,Kolkata,Loyal
CUST00846,2025-09-16,1,42673.22,106,3,1,1,5,Needs Attention,Bengaluru,One-time
CUST00847,2025-12-05,11,253371.3,26,4,3,4,11,Loyal Customers,Hyderabad,Regular
CUST00848,2024-12-11,1,65405.79,385,1,1,2,4,Lost,Pune,Occasional
CUST00849,2025-12-22,33,617206.43,9,5,5,5,15,Champions,Delhi NCR,Loyal
CUST00850,2024-04-03,1,3163.78,637,1,1,1,3,Lost,Delhi NCR,One-time
CUST00851,2025-09-15,8,174624.72,107,3,3,3,9,Loyal Customers,Bengaluru,Regular
CUST00852,2025-12-27,19,396305.2,4,5,5,4,14,Champions,Delhi NCR,Regular
CUST00853,2025-08-02,1,675.5,151,3,1,1,5,Needs Attention,Delhi NCR,One-time
CUST00854,2024-07-28,2,11977.16,521,1,1,1,3,Lost,Delhi NCR,One-time
CUST00855,2025-11-27,17,454957.07,34,4,4,5,13,Champions,Pune,Regular
CUST00856,2025-11-30,16,178707.03,31,4,4,3,11,Loyal Customers,Mumbai,Regular
CUST00857,2025-11-25,10,118362.45999999999,36,4,3,2,9,Loyal Customers,Hyderabad,Occasional
CUST00858,2025-10-28,4,23534.579999999998,64,3,2,1,6,Needs Attention,Bengaluru,One-time
CUST00859,2025-12-12,12,137472.17,19,4,4,2,10,Loyal Customers,Pune,Regular
CUST00860,2025-10-04,7,178030.59,88,3,2,3,8,Needs Attention,Mumbai,Occasional
CUST00861,2025-06-25,7,150279.32,189,2,2,3,7,Needs Attention,Bengaluru,Occasional
CUST00862,2025-12-17,10,294896.91,14,5,3,4,12,Loyal Customers,Mumbai,Occasional
CUST00863,2025-12-11,8,108874.18999999999,20,4,3,2,9,Loyal Customers,Pune,Occasional
CUST00864,2025-03-15,9,181563.53999999998,291,2,3,3,8,At Risk,Delhi NCR,Occasional
CUST00865,2025-12-04,27,754010.8,27,4,5,5,14,Champions,Kolkata,Loyal
CUST00866,2024-10-26,3,86756.89,431,1,1,2,4,Lost,Delhi NCR,One-time
CUST00867,2024-12-23,4,48529.2,373,1,2,1,4,Lost,Bengaluru,One-time
CUST00868,2025-11-24,6,193768.79,37,4,2,3,9,New / Promising,Delhi NCR,Occasional
CUST00869,2025-12-19,32,877169.48,12,5,5,5,15,Champions,Pune,Loyal
CUST00870,2025-09-23,18,580243.69,99,3,5,5,13,Loyal Customers,Bengaluru,Regular
CUST00871,2025-08-23,4,171498.16,130,3,2,3,8,Needs Attention,Delhi NCR,Occasional
CUST00872,2025-12-27,27,443868.04,4,5,5,5,15,Champions,Mumbai,Loyal
CUST00873,2024-12-21,2,9328.630000000001,375,1,1,1,3,Lost,Mumbai,One-time
CUST00874,2025-07-27,11,142579.46,157,3,3,3,9,Loyal Customers,Mumbai,Regular
CUST00875,2025-04-24,6,226971.8,251,2,2,3,7,Needs Attention,Kolkata,Occasional
CUST00876,2024-11-01,1,10894.17,425,1,1,1,3,Lost,Delhi NCR,One-time
CUST00877,2025-12-18,15,405679.28,13,5,4,5,14,Champions,Mumbai,Regular
CUST00878,2025-08-31,8,63026.18,122,3,3,2,8,Loyal Customers,Kolkata,Regular
CUST00879,2025-06-24,6,246207.11,190,2,2,4,8,Needs Attention,Mumbai,Occasional
CUST00880,2025-12-15,5,129101.71,16,5,2,2,9,New / Promising,Delhi NCR,Occasional
CUST00881,2025-11-07,6,134527.03,54,3,2,2,7,Needs Attention,Pune,Regular
CUST00882,2025-11-14,6,203900.54,47,3,2,3,8,Needs Attention,Chennai,Occasional
CUST00883,2025-02-13,1,5553.55,321,2,1,1,4,Lost,Pune,One-time
CUST00884,2025-12-04,12,174169.74,27,4,4,3,11,Loyal Customers,Bengaluru,Regular
CUST00885,2025-11-22,13,159585.4,39,4,4,3,11,Loyal Customers,Kolkata,Regular
CUST00886,2025-05-10,4,61481.19,235,2,2,2,6,Lost,Mumbai,Regular
CUST00887,2025-11-08,6,195329.41,53,3,2,3,8,Needs Attention,Kolkata,Regular
CUST00888,2025-12-03,16,182901.03,28,4,4,3,11,Loyal Customers,Chennai,Loyal
CUST00889,2025-12-30,16,444486.18,1,5,4,5,14,Champions,Chennai,Regular
CUST00890,2024-12-30,5,207130.3,366,1,2,3,6,Needs Attention,Delhi NCR,Occasional
CUST00891,2025-10-19,20,504967.35,73,3,5,5,13,Loyal Customers,Mumbai,Regular
CUST00892,2024-05-26,2,51272.66,584,1,1,1,3,Lost,Pune,One-time
CUST00893,2025-12-22,18,295342.65,9,5,5,4,14,Champions,Bengaluru,Regular
CUST00894,2025-12-10,28,586718.87,21,4,5,5,14,Champions,Bengaluru,Loyal
CUST00895,2025-03-27,13,378688.79,279,2,4,4,10,At Risk,Chennai,Occasional
CUST00896,2024-09-15,5,101337.62999999999,472,1,2,2,5,Lost,Pune,One-time
CUST00897,2025-10-19,17,294660.58999999997,73,3,4,4,11,Loyal Customers,Delhi NCR,Regular
CUST00898,2025-12-16,12,226062.75,15,5,4,3,12,Loyal Customers,Delhi NCR,Regular
CUST00899,2025-12-07,18,409216.11,24,4,5,5,14,Champions,Mumbai,Regular
CUST00900,2025-01-12,7,95536.56999999999,353,1,2,2,5,Lost,Mumbai,Occasional
CUST00901,2025-12-19,20,354855.43,12,5,5,4,14,Champions,Mumbai,Regular
CUST00902,2025-10-10,15,319052.05,82,3,4,4,11,Loyal Customers,Hyderabad,Regular
CUST00903,2025-12-21,43,856048.46,10,5,5,5,15,Champions,Pune,Loyal
CUST00904,2025-08-19,8,155324.99,134,3,3,3,9,Loyal Customers,Bengaluru,Regular
CUST00905,2025-04-27,1,36069.229999999996,248,2,1,1,4,Lost,Delhi NCR,One-time
CUST00906,2025-11-17,10,169413.21,44,4,3,3,10,Loyal Customers,Pune,Occasional
CUST00907,2025-12-16,14,340278.63,15,5,4,4,13,Champions,Hyderabad,Regular
CUST00908,2025-12-29,29,590448.73,2,5,5,5,15,Champions,Chennai,Loyal
CUST00909,2025-12-21,17,376769.96,10,5,4,4,13,Champions,Bengaluru,Regular
CUST00910,2025-12-11,7,129230.86,20,4,2,2,8,New / Promising,Hyderabad,Regular
CUST00911,2025-10-04,5,104315.92000000001,88,3,2,2,7,Needs Attention,Bengaluru,Occasional
CUST00912,2025-03-13,1,14412.26,293,2,1,1,4,Lost,Bengaluru,One-time
CUST00913,2024-11-27,1,35622.14,399,1,1,1,3,Lost,Chennai,One-time
CUST00914,2024-12-06,1,19200.19,390,1,1,1,3,Lost,Delhi NCR,One-time
CUST00915,2024-07-15,1,61127.76,534,1,1,2,4,Lost,Delhi NCR,One-time
CUST00916,2024-12-10,1,987.64,386,1,1,1,3,Lost,Delhi NCR,One-time
CUST00917,2025-12-01,28,893811.6599999999,30,4,5,5,14,Champions,Bengaluru,Loyal
CUST00918,2025-12-26,27,589896.93,5,5,5,5,15,Champions,Bengaluru,Loyal
CUST00919,2025-12-02,13,456646.33,29,4,4,5,13,Champions,Pune,Regular
CUST00920,2025-09-19,5,75923.56,103,3,2,2,7,Needs Attention,Bengaluru,Occasional
CUST00921,2025-12-18,17,559211.94,13,5,4,5,14,Champions,Mumbai,Loyal
CUST00922,2024-05-10,3,96183.93,600,1,1,2,4,Lost,Chennai,One-time
CUST00923,2025-12-29,12,112562.3,2,5,4,2,11,Loyal Customers,Delhi NCR,Occasional
CUST00924,2025-04-01,5,150191.7,274,2,2,3,7,Needs Attention,Chennai,Occasional
CUST00925,2025-11-23,14,349849.56,38,4,4,4,12,Champions,Mumbai,Regular
CUST00926,2025-10-18,11,178627.98,74,3,3,3,9,Loyal Customers,Bengaluru,Regular
CUST00927,2025-11-08,16,372162.28,53,3,4,4,11,Loyal Customers,Bengaluru,Regular
CUST00928,2024-06-26,2,140356.31000000003,553,1,1,2,4,Lost,Hyderabad,One-time
CUST00929,2025-11-01,9,183594.17,60,3,3,3,9,Loyal Customers,Mumbai,Occasional
CUST00930,2025-05-23,1,1241.9,222,2,1,1,4,Lost,Chennai,Occasional
CUST00931,2025-12-11,15,626517.73,20,4,4,5,13,Champions,Bengaluru,Regular
CUST00932,2025-12-28,11,248898.64,3,5,3,4,12,Loyal Customers,Bengaluru,Regular
CUST00933,2025-12-23,25,686365.44,8,5,5,5,15,Champions,Bengaluru,Regular
CUST00934,2025-10-22,16,263877.48,70,3,4,4,11,Loyal Customers,Mumbai,Occasional
CUST00935,2025-12-27,5,313215.06,4,5,2,4,11,New / Promising,Bengaluru,Occasional
CUST00936,2025-10-08,8,134397.04,84,3,3,2,8,Loyal Customers,Delhi NCR,Regular
CUST00937,2025-10-30,3,47724.63,62,3,1,1,5,Needs Attention,Delhi NCR,One-time
CUST00938,2025-12-20,15,306670.91000000003,11,5,4,4,13,Champions,Pune,Loyal
CUST00939,2025-01-27,2,29566.44,338,1,1,1,3,Lost,Bengaluru,One-time
CUST00940,2025-12-22,15,286984.75,9,5,4,4,13,Champions,Mumbai,Loyal
CUST00941,2025-12-25,6,151657.16,6,5,2,3,10,New / Promising,Mumbai,Regular
CUST00942,2025-04-19,3,25027.800000000003,256,2,1,1,4,Lost,Mumbai,One-time
CUST00943,2025-09-20,15,333342.18,102,3,4,4,11,Loyal Customers,Mumbai,Regular
CUST00944,2025-06-23,11,184179.07,191,2,3,3,8,At Risk,Pune,Regular
CUST00945,2025-06-25,6,349920.98,189,2,2,4,8,Needs Attention,Mumbai,Regular
CUST00946,2025-12-30,9,224343.12,1,5,3,3,11,Loyal Customers,Chennai,Regular
CUST00947,2025-11-14,7,93588.58,47,3,2,2,7,Needs Attention,Mumbai,Occasional
CUST00948,2025-11-08,4,150806.93,53,3,2,3,8,Needs Attention,Mumbai,One-time
CUST00949,2024-11-01,3,67478.88,425,1,1,2,4,Lost,Chennai,One-time
CUST00950,2025-10-04,17,407934.8,88,3,4,5,12,Loyal Customers,Delhi NCR,Regular
CUST00951,2024-11-30,8,287960.91,396,1,3,4,8,At Risk,Bengaluru,Occasional
CUST00952,2025-05-29,16,219548.1,216,2,4,3,9,At Risk,Kolkata,Regular
CUST00953,2025-12-15,10,348061.17,16,5,3,4,12,Loyal Customers,Kolkata,Regular
CUST00954,2025-11-12,13,675031.1200000001,49,3,4,5,12,Loyal Customers,Pune,Regular
CUST00955,2024-06-08,2,7085.69,571,1,1,1,3,Lost,Mumbai,One-time
CUST00956,2024-07-18,1,15725.260000000002,531,1,1,1,3,Lost,Bengaluru,One-time
CUST00957,2025-05-01,3,70239.81999999999,244,2,1,2,5,Lost,Kolkata,Occasional
CUST00958,2025-10-28,8,89209.81999999999,64,3,3,2,8,Loyal Customers,Kolkata,Occasional
CUST00959,2025-08-25,11,167195.56,128,3,3,3,9,Loyal Customers,Mumbai,Regular
CUST00960,2024-10-15,7,290473.73,442,1,2,4,7,Needs Attention,Delhi NCR,Occasional
CUST00961,2025-09-12,6,146771.6,110,3,2,3,8,Needs Attention,Delhi NCR,Occasional
CUST00962,2025-12-20,13,257919.64,11,5,4,4,13,Champions,Mumbai,Regular
CUST00963,2025-12-30,37,1053060.19,1,5,5,5,15,Champions,Pune,Loyal
CUST00964,2025-12-24,32,641854.97,7,5,5,5,15,Champions,Delhi NCR,Loyal
CUST00965,2025-06-03,1,1141.85,211,2,1,1,4,Lost,Delhi NCR,One-time
CUST00966,2025-07-19,8,122428.84,165,2,3,2,7,At Risk,Mumbai,Regular
CUST00967,2025-01-22,1,11364.94,343,1,1,1,3,Lost,Bengaluru,One-time
CUST00968,2025-11-29,10,148607.39,32,4,3,3,10,Loyal Customers,Mumbai,Regular
CUST00969,2025-10-29,8,415293.13,63,3,3,5,11,Loyal Customers,Bengaluru,Occasional
CUST00970,2025-12-30,8,206008.85,1,5,3,3,11,Loyal Customers,Mumbai,Regular
CUST00971,2025-12-04,10,227698.02,27,4,3,3,10,Loyal Customers,Kolkata,Regular
CUST00972,2025-06-07,10,197863.86,207,2,3,3,8,At Risk,Mumbai,Loyal
CUST00973,2025-12-03,22,416721.48,28,4,5,5,14,Champions,Bengaluru,Loyal
CUST00974,2024-05-14,2,29884.800000000003,596,1,1,1,3,Lost,Mumbai,One-time
CUST00975,2024-09-22,15,184360.56,465,1,4,3,8,At Risk,Mumbai,Regular
CUST00976,2025-01-13,8,270601.19,352,1,3,4,8,At Risk,Mumbai,Occasional
CUST00977,2025-11-26,13,277771.53,35,4,4,4,12,Champions,Mumbai,Regular
CUST00978,2025-07-02,19,432473.33,182,2,5,5,12,At Risk,Mumbai,Regular
CUST00979,2025-12-02,12,178257.13999999998,29,4,4,3,11,Loyal Customers,Bengaluru,Occasional
CUST00980,2025-10-26,6,104613.26999999999,66,3,2,2,7,Needs Attention,Pune,Regular
CUST00981,2024-07-17,1,40628.4,532,1,1,1,3,Lost,Mumbai,One-time
CUST00982,2024-06-05,3,112947.55,574,1,1,2,4,Lost,Bengaluru,One-time
CUST00983,2025-06-07,6,200199.2,207,2,2,3,7,Needs Attention,Bengaluru,Occasional
CUST00984,2025-11-18,11,189246.80000000002,43,4,3,3,10,Loyal Customers,Delhi NCR,Regular
CUST00985,2025-01-04,20,378317.39,361,1,5,4,10,At Risk,Delhi NCR,Regular
CUST00986,2025-03-27,1,106224.0,279,2,1,2,5,Lost,Mumbai,One-time
CUST00987,2025-12-15,16,410110.98000000004,16,5,4,5,14,Champions,Delhi NCR,Regular
CUST00988,2025-11-22,32,879895.84,39,4,5,5,14,Champions,Bengaluru,Loyal
CUST00989,2025-12-24,25,701717.11,7,5,5,5,15,Champions,Kolkata,Regular
CUST00990,2025-10-08,6,108391.14000000001,84,3,2,2,7,Needs Attention,Kolkata,Occasional
CUST00991,2024-10-15,6,44171.64000000001,442,1,2,1,4,Lost,Kolkata,Occasional
CUST00992,2025-09-09,10,245561.89,113,3,3,4,10,Loyal Customers,Bengaluru,Occasional
CUST00993,2025-09-04,2,27438.16,118,3,1,1,5,Needs Attention,Mumbai,Occasional
CUST00994,2025-12-24,19,451720.45,7,5,5,5,15,Champions,Delhi NCR,Regular
CUST00995,2025-06-27,2,25703.800000000003,187,2,1,1,4,Lost,Delhi NCR,One-time
CUST00996,2025-11-02,13,300561.66,59,3,4,4,11,Loyal Customers,Mumbai,Regular
CUST00997,2024-12-06,6,53012.86,390,1,2,1,4,Lost,Mumbai,Occasional
CUST00998,2025-12-22,34,732465.74,9,5,5,5,15,Champions,Bengaluru,Loyal
CUST00999,2024-08-25,3,42846.07000000001,493,1,1,1,3,Lost,Delhi NCR,One-time
CUST01000,2025-12-06,14,404288.05,25,4,4,5,13,Champions,Mumbai,Regular
CUST01001,2025-11-30,19,488317.55000000005,31,4,5,5,14,Champions,Pune,Loyal
CUST01002,2025-08-05,7,218944.81999999998,148,3,2,3,8,Needs Attention,Delhi NCR,Regular
CUST01003,2025-11-24,37,821259.89,37,4,5,5,14,Champions,Chennai,Loyal
CUST01004,2025-10-12,16,253305.04,80,3,4,4,11,Loyal Customers,Delhi NCR,Regular
CUST01005,2024-12-03,7,111871.57,393,1,2,2,5,Lost,Bengaluru,Occasional
CUST01006,2025-12-26,22,379131.01,5,5,5,4,14,Champions,Mumbai,Regular
CUST01007,2024-11-21,1,47945.12,405,1,1,1,3,Lost,Bengaluru,One-time
CUST01008,2025-12-22,12,376079.37,9,5,4,4,13,Champions,Mumbai,Regular
CUST01009,2025-12-11,3,18202.43,20,4,1,1,6,New / Promising,Mumbai,Occasional
CUST01010,2025-12-08,13,155216.49,23,4,4,3,11,Loyal Customers,Pune,Regular
CUST01011,2024-12-16,9,170360.89,380,1,3,3,7,At Risk,Delhi NCR,Occasional
CUST01012,2024-09-04,14,421538.11,483,1,4,5,10,At Risk,Mumbai,Occasional
CUST01013,2025-10-22,4,40497.61,70,3,2,1,6,Needs Attention,Chennai,Regular
CUST01014,2025-07-29,1,10185.119999999999,155,3,1,1,5,Needs Attention,Mumbai,One-time
CUST01015,2025-11-28,17,564433.46,33,4,4,5,13,Champions,Bengaluru,Regular
CUST01016,2025-12-09,15,283379.81,22,4,4,4,12,Champions,Bengaluru,Regular
CUST01017,2024-12-30,9,138752.2,366,1,3,2,6,At Risk,Delhi NCR,Occasional
CUST01018,2025-04-13,4,89308.37,262,2,2,2,6,Lost,Bengaluru,One-time
CUST01019,2025-12-15,23,466435.03,16,5,5,5,15,Champions,Mumbai,Loyal
CUST01020,2025-09-17,16,470262.64,105,3,4,5,12,Loyal Customers,Hyderabad,Regular
CUST01021,2025-07-28,4,109335.54,156,3,2,2,7,Needs Attention,Delhi NCR,One-time
CUST01022,2025-05-02,7,136663.99,243,2,2,2,6,Lost,Mumbai,Occasional
CUST01023,2025-07-13,3,44250.84,171,2,1,1,4,Lost,Delhi NCR,One-time
CUST01024,2025-04-17,5,34073.83,258,2,2,1,5,Lost,Chennai,Occasional
CUST01025,2025-07-21,3,68591.85999999999,163,2,1,2,5,Lost,Hyderabad,Occasional
CUST01026,2025-12-29,12,218420.3,2,5,4,3,12,Loyal Customers,Kolkata,Regular
CUST01027,2024-05-25,2,21698.58,585,1,1,1,3,Lost,Pune,One-time
CUST01028,2025-07-26,6,56182.68,158,3,2,1,6,Needs Attention,Pune,Regular
CUST01029,2025-12-03,3,9411.49,28,4,1,1,6,New / Promising,Bengaluru,Occasional
CUST01030,2025-09-25,18,416048.84,97,3,5,5,13,Loyal Customers,Chennai,Regular
CUST01031,2024-08-10,11,236753.91999999998,508,1,3,3,7,At Risk,Bengaluru,Occasional
CUST01032,2025-11-09,9,157700.1,52,3,3,3,9,Loyal Customers,Delhi NCR,Occasional
CUST01033,2025-12-12,6,117612.12999999999,19,4,2,2,8,New / Promising,Pune,Occasional
CUST01034,2024-12-19,2,10496.75,377,1,1,1,3,Lost,Bengaluru,One-time
CUST01035,2025-10-31,8,135232.4,61,3,3,2,8,Loyal Customers,Mumbai,Regular
CUST01036,2025-07-05,8,353471.41000000003,179,2,3,4,9,At Risk,Delhi NCR,Occasional
CUST01037,2025-09-11,9,320203.05,111,3,3,4,10,Loyal Customers,Delhi NCR,Regular
CUST01038,2025-07-10,9,105276.48,174,2,3,2,7,At Risk,Chennai,Regular
CUST01039,2025-12-18,18,365141.61,13,5,5,4,14,Champions,Delhi NCR,Regular
CUST01040,2025-12-27,34,1067262.32,4,5,5,5,15,Champions,Hyderabad,Loyal
CUST01041,2025-12-06,44,1224060.68,25,4,5,5,14,Champions,Bengaluru,Loyal
CUST01042,2025-06-28,6,240152.34,186,2,2,4,8,Needs Attention,Hyderabad,Occasional
